"V1","V2","V3"
16300702,-0.529813171080879,3.08917748460626e-73
9082760,-0.52963124227756,3.53084909527389e-73
32342247,-0.529627945000431,3.53940842496372e-73
11340410,-0.529535364383165,3.78835369152695e-73
31807954,-0.529362113614449,4.30197528724808e-73
24880049,-0.529305650088312,4.48390800615968e-73
4141567,-0.529133592840903,5.08688200126637e-73
28927018,-0.528927306382482,5.91706059105776e-73
13919695,-0.528876010103054,6.14362840974549e-73
13066068,-0.528699019920747,6.99373962311514e-73
16297002,-0.528672933931099,7.12856687709746e-73
24888658,-0.528499041950538,8.09588291233393e-73
9523231,-0.528350356438672,9.02589405819994e-73
22973360,-0.528343487485275,9.07133916874497e-73
30403045,-0.528341165213094,9.08675482162031e-73
32345852,-0.528267558260076,9.58911878962663e-73
9084023,-0.528202927081782,1.00529627614307e-72
20362571,-0.527941424555665,1.21690181364785e-72
30403713,-0.527938567832822,1.21944279141034e-72
16302049,-0.527909470819337,1.24562656368233e-72
20366061,-0.527849760118087,1.30112444363003e-72
9328796,-0.527709369069933,1.44149856311599e-72
24874868,-0.527646592846047,1.50905017494538e-72
3300491,-0.527559308492238,1.60824106938789e-72
30440550,-0.527509439005762,1.66779923950258e-72
18071952,-0.5274791706325,1.70501360109571e-72
