"V1","V2","V3"
32374023,-0.499566045984488,4.68736609995955e-64
13081822,-0.499509414890404,4.86706336028514e-64
12279204,-0.499454285102169,5.04857775056979e-64
22993452,-0.499428370723863,5.13621247828396e-64
23008870,-0.499363319595898,5.36292179195267e-64
17108276,-0.499326750700777,5.49471135771515e-64
15555835,-0.49932659657784,5.49527356086408e-64
11324488,-0.499322755433394,5.50930362926807e-64
15275910,-0.499229774184461,5.86001370272268e-64
4663069,-0.499189594563351,6.01835613774726e-64
11335913,-0.499073926654219,6.49835269068457e-64
24888252,-0.498883654196559,7.37217071909261e-64
15232272,-0.498849669221145,7.54012040258456e-64
13365916,-0.498825025732696,7.66428159261274e-64
11339217,-0.498800967226527,7.78745749087108e-64
11340064,-0.498759363168476,8.00512975500531e-64
12370539,-0.498696137762133,8.3475691270999e-64
25992076,-0.498433165026165,9.93535588522877e-64
16299981,-0.498291625675741,1.09108549641526e-63
4656057,-0.498110119588441,1.23024548428952e-63
15236890,-0.498072637247547,1.26111217226945e-63
15275776,-0.498031348265834,1.29600617431415e-63
9533333,-0.497995469211215,1.32710721124164e-63
37410116,-0.497973755745663,1.34628862653971e-63
9526862,-0.49794153357248,1.37526285090994e-63
24459276,-0.497927694681218,1.38789647273961e-63
11324081,-0.497924396445851,1.39092445528215e-63
16299603,-0.497880837738998,1.43153609017247e-63
32345022,-0.497813399051342,1.49675126149507e-63
32373848,-0.497801216491377,1.50884350696363e-63
4507780,-0.497785672834435,1.52441315861342e-63
18073871,-0.497754377476559,1.55624743130187e-63
28924457,-0.497604769983435,1.71781091870642e-63
15278366,-0.497564459128579,1.7641275600304e-63
24872687,-0.497499430551013,1.8414774105497e-63
16299667,-0.497456428269767,1.89447172029611e-63
13067192,-0.497451579222358,1.90054189038337e-63
31818993,-0.497379259370668,1.99340453345117e-63
15249579,-0.497340217949227,2.04539814245236e-63
4143543,-0.497337957709124,2.0484492119462e-63
18557249,-0.497284472258273,2.12198482534698e-63
16301428,-0.497176324907065,2.27879380766335e-63
11325074,-0.49706898856554,2.445820700923e-63
18070940,-0.497054016847928,2.47006648312546e-63
14567845,-0.497028691653277,2.51162467914222e-63
9536776,-0.49702855530039,2.5118503042447e-63
2175333,-0.497017738745486,2.52981301639239e-63
14563656,-0.496986594306064,2.58225055103038e-63
11539630,-0.496986100737488,2.58309021289277e-63
17840143,-0.49697176960341,2.60758923906444e-63
33962278,-0.496813032111695,2.89490998791332e-63
15283795,-0.49678566894785,2.94752835426648e-63
13053422,-0.496779391448487,2.9597333238127e-63
31557177,-0.49672990573275,3.05772262555909e-63
28925018,-0.496727591671898,3.06238299761539e-63
12267155,-0.496707029756828,3.10410501838071e-63
32347389,-0.496649777869554,3.22327778921968e-63
25981339,-0.496602283759329,3.32558574850797e-63
7294336,-0.496564063938746,3.41025681666624e-63
18894424,-0.496536033519321,3.47371476156967e-63
23490517,-0.496508253326555,3.53776523267836e-63
33958874,-0.496455755071594,3.66203160849229e-63
2177202,-0.496448615706097,3.67926299339702e-63
9317036,-0.496437718277976,3.70572040808489e-63
15548014,-0.496389705996783,3.82455988584253e-63
9319878,-0.496385332174287,3.83557255835352e-63
32368700,-0.496359567513625,3.9010876663088e-63
9532018,-0.496356197981206,3.90973773000606e-63
5077097,-0.496326982114208,3.98554353987708e-63
28912708,-0.496314369719936,4.01871890470824e-63
28928388,-0.496187433770701,4.36829285992147e-63
22975782,-0.496070162916747,4.71806759060973e-63
16293354,-0.496027523383464,4.85203794262603e-63
16288452,-0.496008094949418,4.91432935446501e-63
30390205,-0.495952407706403,5.09731709108928e-63
15545474,-0.495878025333928,5.3523533043863e-63
12262577,-0.495876903450241,5.35629554943105e-63
7286369,-0.495867436354345,5.38967772492341e-63
17099562,-0.49580163847209,5.62747850698072e-63
16287826,-0.495785226533584,5.68840191071e-63
20129217,-0.495771922748247,5.73826864280544e-63
30397803,-0.495700010770562,6.01544304706651e-63
24872740,-0.4956828395862,6.08357313699561e-63
12371173,-0.495602883136776,6.41106539120569e-63
21902887,-0.495557770831796,6.6035193951226e-63
22985898,-0.495491949183582,6.89467864371232e-63
15236542,-0.495485104586842,6.92567905930082e-63
13050853,-0.495327348445064,7.67990473563102e-63
21596818,-0.495226700203032,8.2032425102753e-63
30675466,-0.495194112616833,8.38017615519765e-63
2172227,-0.49517820821892,8.46790237638164e-63
13920882,-0.495074629568536,9.06200749541575e-63
11324045,-0.49502418300682,9.36619682776954e-63
7294073,-0.495011391266113,9.44493136288822e-63
28070362,-0.494962224262943,9.75373763413325e-63
16297911,-0.494930633772152,9.95742956677498e-63
32721986,-0.494916038675035,1.00529610634076e-62
9330258,-0.494901400423668,1.0149690920265e-62
20127702,-0.494873671402722,1.03354704243487e-62
20118266,-0.494848871253226,1.05044910301939e-62
24456750,-0.494776041850027,1.10169072101874e-62
11331894,-0.494698028743113,1.15934069713212e-62
16293398,-0.494667066059712,1.18304475943515e-62
18892922,-0.494616858610972,1.22251109902839e-62
14566223,-0.494584321599771,1.24878403230066e-62
15198572,-0.494556048084325,1.272069986266e-62
20133492,-0.494496518157578,1.32252044181743e-62
17843492,-0.494398545597488,1.4099200100464e-62
7295696,-0.494381765308984,1.42545551437318e-62
18072214,-0.494279791479589,1.52359522835481e-62
15412834,-0.494220275379615,1.58395051854183e-62
11332906,-0.494218985210722,1.58528488535877e-62
9327708,-0.494200158470145,1.60488430008394e-62
18556741,-0.494178231154807,1.62801563467561e-62
11326199,-0.494157410503667,1.65028645442534e-62
20525136,-0.494150854325617,1.65736182676317e-62
28080140,-0.494124331690274,1.68629416362132e-62
15210032,-0.494102298202115,1.71071121114067e-62
28915132,-0.494082025618702,1.73348743071793e-62
11339114,-0.493992608455084,1.83760168976149e-62
16302916,-0.493989097783077,1.84181393601701e-62
21914167,-0.493859139612681,2.004690589588e-62
32344592,-0.493775619233644,2.11685111091263e-62
15279866,-0.493767937567415,2.12747522564922e-62
9317693,-0.493762102896589,2.13558029161029e-62
24877874,-0.493744904060129,2.15965074102087e-62
17106306,-0.493708849735716,2.21098972721147e-62
16293905,-0.493701024370982,2.22229190680692e-62
28914705,-0.493653696538382,2.29188307619221e-62
9536136,-0.493653286998049,2.29249463220951e-62
30397877,-0.493572577433977,2.41624030580585e-62
12265460,-0.493475912211752,2.57322376893608e-62
15233032,-0.493453638917118,2.61081029666557e-62
18565452,-0.493398268797747,2.7066317679144e-62
16286695,-0.493338356112398,2.81425884621011e-62
18075551,-0.493322367674167,2.84369326121389e-62
16297145,-0.493316304773994,2.85493486608303e-62
15406060,-0.493283928029308,2.91571933775638e-62
24973836,-0.493183678918037,3.11221369154515e-62
28922675,-0.493162796360463,3.15477389349346e-62
8170516,-0.493136051524976,3.2101285664213e-62
8170354,-0.493114914650265,3.25455900173063e-62
15062882,-0.493109744002754,3.26552069347879e-62
16295066,-0.493107856868804,3.26953053074361e-62
32707596,-0.493026656444637,3.44678776999143e-62
15409820,-0.493020414224071,3.46080355703799e-62
11326435,-0.49300141039787,3.50382327395164e-62
9312117,-0.49297713625939,3.55954824945802e-62
28922507,-0.492927016435319,3.67741104665302e-62
22996116,-0.492888492071852,3.77063789201612e-62
20123933,-0.492880822797631,3.78947586322138e-62
11720348,-0.492845646760133,3.87708516135888e-62
37416910,-0.492753175380793,4.11712427339646e-62
37408638,-0.49275247935504,4.11898597520769e-62
15232911,-0.492732757810082,4.17208586845942e-62
18072347,-0.492654347277691,4.39002683322317e-62
11334131,-0.492567743534691,4.64392443879999e-62
13928799,-0.49252689562819,4.76869779249647e-62
9529918,-0.492523805095918,4.77827268595265e-62
30401948,-0.492452310246459,5.00519180397637e-62
33955169,-0.492391022940153,5.20822657944058e-62
9328252,-0.492341081470241,5.37971741453514e-62
16292394,-0.49227617634154,5.61101157985897e-62
18906779,-0.492268719702262,5.63820951593689e-62
15204933,-0.492235559614463,5.76075756894924e-62
25981724,-0.492169547367339,6.01265942321838e-62
15279915,-0.492164480366119,6.03244189366622e-62
13063757,-0.492157595398431,6.05942583734176e-62
17105914,-0.492085775160947,6.34816799332295e-62
11333585,-0.491994494364153,6.7349818045054e-62
30396006,-0.49197573039942,6.81735598518113e-62
9087179,-0.491968019378549,6.85149740974258e-62
14566355,-0.491826942799238,7.50703004187595e-62
16066054,-0.491770265696174,7.78763021258656e-62
24978538,-0.491763372705107,7.8224604035359e-62
4514617,-0.49176324913612,7.8230862079339e-62
20124086,-0.491646031353599,8.43973084590277e-62
20123192,-0.491616655707004,8.60169869951159e-62
15209064,-0.491571438820065,8.8570735638805e-62
32363102,-0.491521953847824,9.14520479202184e-62
14564665,-0.491477816863157,9.41005445905267e-62
18079097,-0.491467492989652,9.47309727338196e-62
24871736,-0.491463742304724,9.49610476924349e-62
9537525,-0.491452654677132,9.56444420935378e-62
8177484,-0.491274393426318,1.07328043907147e-61
37041467,-0.491225033133156,1.10807134918283e-61
15233135,-0.491169605321734,1.14847772142002e-61
1602193,-0.491118000636964,1.18741344552896e-61
5077679,-0.491107601438209,1.1954171961803e-61
7288521,-0.490965241636407,1.3105361355169e-61
32347063,-0.490925993986326,1.34416934267518e-61
7291666,-0.490923296315301,1.34651239798242e-61
1590519,-0.490902162287979,1.36500946284934e-61
4155364,-0.490841173515441,1.41981786847704e-61
15411829,-0.490796098044851,1.4617275025338e-61
28069668,-0.490788272593673,1.46912770362683e-61
3310381,-0.490655353891037,1.60067120961856e-61
2166601,-0.490654141235293,1.60192372311501e-61
11335428,-0.490644468042209,1.61194982921919e-61
11331117,-0.490590037400373,1.66954141597854e-61
1595589,-0.490528052139031,1.73762287672806e-61
24328093,-0.490522286121382,1.74409468161127e-61
15418033,-0.490508433182723,1.75974146629357e-61
18085372,-0.490464382393476,1.81043053076153e-61
9322933,-0.490420394505352,1.86249645602669e-61
18078517,-0.490383325835438,1.90752722635978e-61
4143336,-0.490373488590111,1.9196582305477e-61
32342437,-0.490365716496563,1.92929679762643e-61
13080223,-0.490313913885363,1.99478131543647e-61
13914361,-0.490308085963296,2.00228548813828e-61
21611219,-0.490275393857823,2.04490425443911e-61
14567283,-0.490271323761413,2.05027297954639e-61
12227468,-0.490265530640604,2.05793867942754e-61
16301425,-0.490246089556845,2.08387294180604e-61
34312376,-0.490222393101465,2.1159238957567e-61
30391122,-0.490208383170842,2.1351034063915e-61
15062702,-0.490171460527106,2.18648285667978e-61
31817478,-0.49014442427699,2.22488332431465e-61
14562918,-0.490074034642132,2.32803640295862e-61
24451360,-0.490064426087645,2.342481550065e-61
11327936,-0.490056185286932,2.35494147633815e-61
22989644,-0.490040796103877,2.37838640997453e-61
25997467,-0.490039807789154,2.37989998672612e-61
17097405,-0.489951359070549,2.51931021029747e-61
13921540,-0.489941972848869,2.53457316338086e-61
11332783,-0.489920414778304,2.56997795832395e-61
15417698,-0.489902885990034,2.59912779898628e-61
4142050,-0.489830644821593,2.7227744552948e-61
29860429,-0.489779497606796,2.81383853193168e-61
18900410,-0.489767488378008,2.83565563981215e-61
7280944,-0.489717188010265,2.92887957079096e-61
18558274,-0.489672592875668,3.01407607071529e-61
9534583,-0.489658909084376,3.04070918730922e-61
22990990,-0.489638495115061,3.08087719365405e-61
18073190,-0.489638130423332,3.08159956635475e-61
13052302,-0.489575620557778,3.20794044854332e-61
4151618,-0.489529583564998,3.30427021000516e-61
2181884,-0.48948738696748,3.39508935387375e-61
13066414,-0.489445269074299,3.4882150945442e-61
3301307,-0.489437726107967,3.50515944779931e-61
13062493,-0.489425400672067,3.53302342840129e-61
17848259,-0.489367189709648,3.66762736977022e-61
17099805,-0.489359280932465,3.68630459172014e-61
24457074,-0.489321089252839,3.77783765358218e-61
25988806,-0.489234373954971,3.99414772631774e-61
15062568,-0.489172207378012,4.15676232263908e-61
15552514,-0.489127534650195,4.27766772032258e-61
11325773,-0.48907927753164,4.41220746006678e-61
32374251,-0.489028107319609,4.55946944763394e-61
20133388,-0.489012551968209,4.60519760773842e-61
29856451,-0.489006954148036,4.62176494937289e-61
15071552,-0.488965884630074,4.74514151827646e-61
22991338,-0.488960258525158,4.76229606536647e-61
9316953,-0.488906505097371,4.92933813482066e-61
9321731,-0.488795216586348,5.2939263793596e-61
16292544,-0.488777996313653,5.35268906905397e-61
28925833,-0.488740465739004,5.4830167196276e-61
15275801,-0.488687995383966,5.67053192150635e-61
32366347,-0.488675869934179,5.71476466530869e-61
23003686,-0.488654742082148,5.7926591584243e-61
32369354,-0.488602484966431,5.98988835320867e-61
15421132,-0.488555554948172,6.17269826159585e-61
11718734,-0.488422220239588,6.72293316737188e-61
30404013,-0.488368363106171,6.9587811239194e-61
24455660,-0.488290328477538,7.31518149263458e-61
11332826,-0.488077090157073,8.38440260400836e-61
15305718,-0.488025007408693,8.66835425009239e-61
32345256,-0.488024299287589,8.67228007177434e-61
25989128,-0.48799169147676,8.85498665521956e-61
32717203,-0.487983775234737,8.89991716993662e-61
9317567,-0.487979893436125,8.92203204163546e-61
24885004,-0.487949602953747,9.09648710284122e-61
15066853,-0.487938208436867,9.1629874849698e-61
20132349,-0.48793078001506,9.20660124192202e-61
33962280,-0.487868128258724,9.58275466690355e-61
3302259,-0.487862532596098,9.61708495629306e-61
28074176,-0.487861757164133,9.62185199834238e-61
4154052,-0.487748600328283,1.03433025799898e-60
7284981,-0.487724786392856,1.05018545619642e-60
16297908,-0.487586335922955,1.14727200409927e-60
9523352,-0.487430671118081,1.2671274562151e-60
28927932,-0.48739880157239,1.29316081545658e-60
11546152,-0.487359327601031,1.32614480247222e-60
11329455,-0.487352441469099,1.33198390909435e-60
11754292,-0.487273881813373,1.40043659827432e-60
20133006,-0.487268678585596,1.40509204293397e-60
15278077,-0.487254833661566,1.41755452584151e-60
9524622,-0.487247869189402,1.42386509040523e-60
7287593,-0.487186009211636,1.48115772901688e-60
15241293,-0.487176523890396,1.49014322108183e-60
18565689,-0.4870999937172,1.56465267327042e-60
25998536,-0.487095954959919,1.56868614976098e-60
4511957,-0.487004436305293,1.66290970023958e-60
9316743,-0.486982556222709,1.68625788526441e-60
18069198,-0.48693955691502,1.73309672074527e-60
33963583,-0.486918945416498,1.75600533848367e-60
28071815,-0.486874814318365,1.80607271924154e-60
15553868,-0.48682674172815,1.86222890555753e-60
13059521,-0.486807982642294,1.88461057546227e-60
9084478,-0.48678758595526,1.9092498318442e-60
2170390,-0.486779567124739,1.91902412544663e-60
4147398,-0.486774048930482,1.92577924770975e-60
4149128,-0.486756991350808,1.9468102953474e-60
20120288,-0.486696841667264,2.02281144373024e-60
22986401,-0.486675242751197,2.05081662785547e-60
9532658,-0.486623601287991,2.11934839514118e-60
8162517,-0.48655887634262,2.20846829461363e-60
13066170,-0.486529187348696,2.25058484824078e-60
37411783,-0.486467976609785,2.33995630686909e-60
1592291,-0.486414927877198,2.42026093923001e-60
15232978,-0.486403847857694,2.43737675995426e-60
33960603,-0.486364152636198,2.49969017227809e-60
12276280,-0.486344888744326,2.53049919141887e-60
18079877,-0.486343921900069,2.53205539571323e-60
18073073,-0.486256955925411,2.67599866224168e-60
11326136,-0.486255415951962,2.67861959067102e-60
24451361,-0.48621356718315,2.75082920990922e-60
28912446,-0.486190518188315,2.79142360773645e-60
28069757,-0.486184812400615,2.80156444665914e-60
30394301,-0.486166791302375,2.83383444627754e-60
25367374,-0.486153921365756,2.85710644204616e-60
20134719,-0.486142205701265,2.87845648974497e-60
16295301,-0.486126426321329,2.90746308717137e-60
13917485,-0.486066510361459,3.02027705677972e-60
12268312,-0.486037390960054,3.07666702665254e-60
15539431,-0.485952872143907,3.24633918362344e-60
21606224,-0.485900339227864,3.3564572020652e-60
13063974,-0.485730238252906,3.73915328502997e-60
9328998,-0.485673308623941,3.87669201171986e-60
2181533,-0.485632175582888,3.97918784604586e-60
22988588,-0.485626921919338,3.99247164918756e-60
16294147,-0.485620161826004,4.00962935627006e-60
1606733,-0.485615270011451,4.02209093377796e-60
28084724,-0.48555024124482,4.1914541573401e-60
15196778,-0.485520138217171,4.27223957993922e-60
20362333,-0.485513847244249,4.28931690549131e-60
25985327,-0.485494308828334,4.34278957846076e-60
13928384,-0.485396998567472,4.61914628313164e-60
11324761,-0.485275382393405,4.98924435918345e-60
18075173,-0.48525456159159,5.0554991505376e-60
13917183,-0.485232734275597,5.12589666777841e-60
15270899,-0.485177896981908,5.30709010134869e-60
24869847,-0.485105646853932,5.55558042771838e-60
15413320,-0.485104258808227,5.56046595163308e-60
4142355,-0.484940062252371,6.16959811683159e-60
11328823,-0.484924902450238,6.22907859429132e-60
30391667,-0.484919888123298,6.24887790839789e-60
15547932,-0.484895469689,6.34619363558376e-60
28077756,-0.484876157285283,6.42422655883231e-60
15239317,-0.484750446474539,6.95602302242295e-60
18077439,-0.484684901856783,7.25043848714365e-60
15546651,-0.48467011072468,7.31857351032853e-60
15409263,-0.484669216361239,7.32271373645428e-60
32374816,-0.48456427542517,7.82504316808718e-60
1596525,-0.484436065472772,8.48549225808106e-60
24462047,-0.484402057055984,8.6697976256097e-60
9318350,-0.484376298253466,8.81204046107883e-60
9083220,-0.484346633743276,8.97872931656895e-60
9522592,-0.484334853386684,9.04579150133553e-60
15206369,-0.484310690542117,9.1849067104673e-60
18274651,-0.484271652592594,9.41417431946898e-60
30398222,-0.484212925044954,9.76984460089693e-60
24886428,-0.484148093821714,1.01780201715089e-59
16291457,-0.484094700298027,1.0526889484849e-59
4514431,-0.484068365360279,1.07033148686483e-59
28918247,-0.484001822189843,1.11623221789035e-59
30596685,-0.48397116878136,1.13803026477558e-59
32706183,-0.483962213333208,1.14447815933603e-59
9314025,-0.483929987475736,1.16798280345716e-59
15405833,-0.483922551403715,1.17347429360351e-59
9538317,-0.483884354616618,1.20208976865375e-59
4663173,-0.483842367750355,1.23434600994751e-59
4509747,-0.483837037888753,1.23850176145394e-59
10194669,-0.483833269713358,1.24144824453613e-59
13057026,-0.483822330137717,1.25004189065607e-59
12276978,-0.483799883381932,1.26786078671044e-59
23001824,-0.483775046161501,1.28787189080111e-59
31808660,-0.483769098607182,1.29271021485744e-59
18067886,-0.483730445672061,1.32459790934555e-59
13081685,-0.483716172545008,1.33656965907427e-59
16286140,-0.483686465276003,1.36183321019647e-59
9311810,-0.483637459080339,1.40455111321429e-59
32350274,-0.483571242578754,1.46439554680544e-59
23506964,-0.483516472302469,1.51580685162332e-59
32355934,-0.483516016913408,1.51624175225984e-59
15281153,-0.483436863398778,1.5937510259474e-59
16294762,-0.483429627875496,1.60102986559162e-59
3296682,-0.483339874144261,1.69411791880554e-59
9086572,-0.483331267905293,1.70332189447554e-59
18569047,-0.483326483183642,1.70846043023615e-59
29854345,-0.483246581062495,1.79658587676119e-59
30397558,-0.483207360202062,1.84148326953488e-59
11334947,-0.483159591770133,1.89767529654254e-59
31805777,-0.483117783325368,1.94825407852372e-59
22978773,-0.483059745533914,2.02069677834261e-59
29863193,-0.483049411861401,2.03387343011584e-59
25981346,-0.483014815755326,2.07861274143306e-59
15195374,-0.482985363824505,2.11747017400148e-59
16292056,-0.482958364812234,2.15372576719564e-59
2168202,-0.482911871173934,2.2176127316275e-59
24457359,-0.482895592172386,2.24042443464682e-59
11333121,-0.482819000371106,2.35092434869014e-59
13922909,-0.482737641194817,2.47424451216466e-59
18569530,-0.482733289618208,2.48101875961724e-59
2171325,-0.482634236319024,2.64030741807002e-59
30395984,-0.482623891065493,2.65751945419973e-59
15550322,-0.482584087095843,2.72479098573016e-59
1595963,-0.482577006110765,2.73693459858522e-59
22992618,-0.4825699926666,2.74901544672706e-59
22728536,-0.482553168450011,2.77821229395007e-59
11337496,-0.482549327418656,2.78492117423499e-59
13048174,-0.482518598454225,2.83917687633651e-59
16297561,-0.482510182970196,2.85421796552871e-59
20125834,-0.482409514428012,3.0404082342709e-59
15278604,-0.482377743591556,3.1016409754707e-59
32344091,-0.482294356098425,3.26825340192851e-59
32356658,-0.482263730806503,3.33165439168947e-59
15409107,-0.482241283409939,3.37890097201747e-59
11338275,-0.482235537833985,3.39110082835662e-59
15409262,-0.482232861864307,3.39679778884504e-59
2963124,-0.482230688888442,3.40143091251007e-59
13062982,-0.482215080820005,3.43489499680703e-59
37418405,-0.482196541562786,3.47506937609042e-59
33966773,-0.482175268494715,3.52174404778601e-59
17099899,-0.482108125151277,3.67319058650635e-59
11323946,-0.482075002898144,3.75026889342922e-59
32342257,-0.482038941960555,3.8360159968796e-59
11327895,-0.48196449705747,4.01925142777823e-59
14564542,-0.481947371955845,4.06261921957467e-59
16299506,-0.481908631425659,4.16245129491004e-59
16289069,-0.481888445619336,4.2154320899739e-59
14578053,-0.481831109199738,4.36960719152736e-59
20120841,-0.481799212479096,4.45779086530959e-59
16296974,-0.481795964012426,4.46687050509644e-59
12274231,-0.481755587233869,4.58127292822244e-59
28913758,-0.481748009695494,4.60306547237088e-59
15416994,-0.481710584015565,4.71222116703937e-59
12264665,-0.481664147999362,4.85124189959179e-59
7294864,-0.481646704216968,4.90451295441808e-59
13051695,-0.481632681956808,4.94775666559905e-59
11750173,-0.481588553227671,5.08633698631639e-59
9536746,-0.481578619836735,5.11805998180427e-59
17842221,-0.48157754201315,5.12151390236948e-59
13073664,-0.48155078124476,5.20801702708462e-59
18553605,-0.481534891408208,5.26006635320667e-59
9316885,-0.481521053656044,5.30581510716926e-59
16303152,-0.481481294488383,5.43947626716998e-59
23010710,-0.481425280199701,5.63348505947564e-59
28917750,-0.48142451066064,5.63619777813948e-59
16299792,-0.481423031187203,5.64141675258806e-59
31811512,-0.481402804905889,5.71325071748979e-59
15241144,-0.481370051570199,5.83150920184118e-59
15204711,-0.48136412346195,5.85317185873221e-59
15283045,-0.481335611459682,5.95848473543721e-59
11324949,-0.481317958731551,6.02462994296611e-59
22965191,-0.48131064014004,6.05226659162851e-59
32356133,-0.481233094876207,6.35295519783465e-59
15546844,-0.481201623453451,6.47918599003844e-59
15552738,-0.481158240978684,6.65729118566049e-59
31563909,-0.48093014388949,7.67700067017153e-59
11335069,-0.480854613381929,8.04778631629317e-59
30398961,-0.480831950714333,8.16247469131482e-59
37406476,-0.480828585142763,8.17964483535825e-59
28914496,-0.480817730138094,8.23526901455584e-59
24316644,-0.480778907087623,8.43730652557665e-59
2170389,-0.480777128326868,8.44668050972813e-59
32363723,-0.480731405927858,8.69122324794776e-59
13056060,-0.480719384781002,8.75667828409494e-59
30394825,-0.48070881428409,8.81463955656569e-59
15279719,-0.480664477846805,9.06193588138405e-59
15418927,-0.480655372541253,9.11357058423789e-59
9523071,-0.480643525960128,9.18118892233215e-59
20130867,-0.480639313101915,9.20535531809818e-59
14564722,-0.480627991181091,9.27061569594797e-59
20124953,-0.480576558417935,9.57291965972639e-59
15278601,-0.480517576675363,9.93168055451495e-59
20136489,-0.480503427778536,1.00197123998569e-58
13068700,-0.480478772200839,1.01749734914593e-58
30389952,-0.480394218092998,1.07258286535356e-58
13050655,-0.480390417833331,1.07512714881464e-58
15411933,-0.480378338079646,1.08325451126403e-58
7293408,-0.48033815288677,1.11073379551637e-58
18068119,-0.480299449245113,1.13785518003519e-58
16297927,-0.480159473786425,1.2415576167842e-58
15273890,-0.480105913965609,1.28367915120254e-58
17097982,-0.480094631512578,1.29273175421343e-58
18900265,-0.480069449461994,1.31316653666568e-58
15205986,-0.48000449326075,1.36737275510421e-58
20121354,-0.479936133114847,1.42682443110032e-58
13050589,-0.47993546808187,1.42741524890761e-58
14565395,-0.479877361517018,1.47998801374505e-58
9536177,-0.479867923605074,1.48870706753977e-58
31569623,-0.479833651052416,1.52080101592435e-58
15546682,-0.479779970786119,1.57245750414966e-58
16290669,-0.479741259086942,1.61078932647324e-58
28917990,-0.479682929621647,1.67030860308589e-58
4504121,-0.479680874912609,1.67244464244306e-58
4517924,-0.479676177138941,1.67733857842967e-58
9541256,-0.479675046648108,1.67851839931293e-58
11338352,-0.479661206225094,1.69302985233415e-58
32372190,-0.479627017089586,1.72941367576704e-58
11325753,-0.479583512493763,1.77683744460408e-58
9321488,-0.479580010967662,1.78071018600546e-58
15414707,-0.479578390937775,1.7825048035555e-58
16288893,-0.479569537847591,1.79234380004027e-58
32379438,-0.479538823656401,1.82689908760926e-58
15284407,-0.479532011609334,1.83465237768971e-58
4663179,-0.47949189872945,1.88097613408467e-58
30402075,-0.47947367572648,1.90240323272157e-58
24455621,-0.479419865175548,1.96710241657651e-58
7296728,-0.479394171309147,1.99876288634246e-58
20135016,-0.479372419410861,2.025961812527e-58
20119942,-0.479314561588816,2.10011335892481e-58
17100422,-0.479277120302107,2.14953111081294e-58
18073430,-0.479220026171889,2.22712355364666e-58
24870200,-0.479178539540681,2.28524670446064e-58
13919999,-0.479079232126221,2.43057856005207e-58
31815461,-0.479051001191004,2.47354633911977e-58
28913860,-0.479049054702353,2.47653660510785e-58
31564741,-0.47904313773594,2.48564855759766e-58
20356896,-0.479027012433245,2.51065066972234e-58
32360578,-0.479022693944519,2.51738880163253e-58
18074125,-0.479021838743004,2.51872530356474e-58
28917062,-0.479016762054534,2.52667365348634e-58
9315670,-0.478988057853625,2.5720861670526e-58
18077947,-0.478936015817182,2.65650120770506e-58
1605772,-0.478932954807933,2.66155126618595e-58
15549571,-0.478914929903395,2.69148304885318e-58
11333028,-0.478878435363695,2.75311415791737e-58
33952352,-0.478874877110704,2.75919783998971e-58
3303728,-0.478727232316179,3.02377560626586e-58
30402779,-0.47870748518733,3.06102435707956e-58
20128759,-0.478633552959084,3.20457998752991e-58
13058840,-0.478585398532103,3.30166360505583e-58
16292201,-0.478557914541509,3.35837933869961e-58
2165674,-0.47847848844174,3.52778715281881e-58
22989876,-0.478362204092286,3.79125482507933e-58
15075252,-0.47835300611214,3.81291151852696e-58
33969575,-0.478349001410171,3.82237901811273e-58
18068518,-0.478348470001303,3.82363707559892e-58
30400133,-0.478341939870519,3.83913017570514e-58
16289103,-0.478298526380434,3.94373056102788e-58
24886484,-0.478285237196856,3.97631258656389e-58
20121706,-0.478279478121384,3.99051554236169e-58
24451429,-0.478266703185065,4.0222012870777e-58
18910149,-0.478204863888681,4.17915483867779e-58
15281907,-0.478112980632987,4.42368045303378e-58
33969710,-0.478068055455567,4.54836663693676e-58
13056834,-0.478038899118498,4.63115184426712e-58
20535684,-0.478037058451728,4.63642816055223e-58
20352717,-0.478027084933473,4.66512163751095e-58
29865961,-0.47796740517753,4.84054648902233e-58
20118107,-0.477951392093862,4.88872217481045e-58
9327508,-0.477938305935516,4.92844602944946e-58
11330579,-0.477924630591142,4.9703014806575e-58
25994291,-0.477875719565021,5.12291547306955e-58
25987745,-0.477837898328914,5.24411445092454e-58
11341782,-0.477723074091931,5.62982093000751e-58
15286919,-0.47769241561716,5.73749463595472e-58
22978252,-0.477655939991581,5.86826941461364e-58
2165348,-0.47762476566181,5.98238454668336e-58
18070145,-0.477618754420781,6.00464149193998e-58
1686858,-0.477611211728867,6.03268525877682e-58
11332569,-0.4775890054422,6.11600693012226e-58
16289842,-0.477538497347749,6.30980866838559e-58
16288736,-0.477504633544885,6.44315383540714e-58
24453558,-0.477487810366121,6.51043664954989e-58
21603596,-0.477484786875613,6.52260270361079e-58
18910459,-0.477334475507874,7.15681279720023e-58
20360064,-0.477211244128852,7.72223884178636e-58
16301797,-0.477079184446232,8.37756197691712e-58
28073179,-0.477014883084053,8.71638199019935e-58
18900435,-0.476997493647786,8.81032976621359e-58
18900262,-0.476917300572885,9.256778509158e-58
18902099,-0.476910623539729,9.29495001637493e-58
7286625,-0.476848200346815,9.65947332047723e-58
3305523,-0.476799414997106,9.9542265231291e-58
20122755,-0.476790747321015,1.00075233307272e-57
32372106,-0.476787219083681,1.00292993577193e-57
23506613,-0.476746569539737,1.02836105738473e-57
16304454,-0.476708317667512,1.05287753633407e-57
15064948,-0.476679970418174,1.07142015095355e-57
25990306,-0.476673865118762,1.07545608796432e-57
