"V1","V2","V3","V4","V5"
3444455,-0.4763073662513,3.9900288449964e-17,-0.1342647431862,-0.6105721094375
3444924,-0.474929059978003,3.95184190017087e-38,-0.124998954211186,-0.599928014189189
3443499,-0.474795726172924,4.10174926532633e-12,-0.136497671372531,-0.611293397545455
3444276,-0.474620601613975,4.99207040912435e-16,-0.134731790519358,-0.609352392133333
1005633,-0.473694552304798,0.000250469252289818,-0.563938755695202,-1.037633308
683458,-0.473491335993797,3.70913933514821e-07,-0.209636671606203,-0.6831280076
3444186,-0.473168325816307,5.82832429805111e-15,-0.135192640112264,-0.608360965928571
3444182,-0.472873974694205,6.06392870093785e-15,-0.135196477091509,-0.608070451785714
3443715,-0.471905482136834,5.56079666623057e-12,-0.13652727349953,-0.608432755636364
273428,-0.471690927456391,0.00118900487866269,-0.844475010943609,-1.3161659384
3443410,-0.471637932166917,5.29285331965484e-11,-0.136969155233083,-0.6086070874
3444501,-0.471619713100673,8.80199051131412e-18,-0.133895453369915,-0.605515166470588
1005669,-0.470940280269221,0.000272261538085143,-0.563966965185325,-1.03490724545455
660649,-0.470391524524011,6.25571153377958e-08,-0.068569084059322,-0.538960608583333
1390999,-0.470048730064778,0.00074337424477318,-0.788685378001889,-1.25873410806667
3444178,-0.469698784955256,9.2825065340288e-15,-0.135237866901887,-0.604936651857143
3443842,-0.469645531484463,7.75392965256316e-13,-0.136113133765537,-0.60575866525
3444191,-0.469525900193531,9.49936675380035e-15,-0.135240120520755,-0.604766020714286
3444878,-0.469192904380003,2.88621218342246e-29,-0.128691487723445,-0.597884392103448
3443829,-0.4688576860758,8.48249231685596e-13,-0.136121936507533,-0.604979622583333
3444860,-0.46872920219272,2.97968045156175e-27,-0.129576874844317,-0.598306077037037
3443768,-0.468647724806497,8.68771771385948e-13,-0.136124282443503,-0.60477200725
1390985,-0.468621045604344,0.00077166907397987,-0.78870531772899,-1.25732636333333
2091390,-0.46822489411015,0.000115202027596848,-0.45558339418985,-0.9238082883
683924,-0.468173404327684,3.66041645025802e-08,-0.20881435550565,-0.676987759833333
3444295,-0.467949378371671,1.30442392797493e-15,-0.134824964028329,-0.6027743424
1005200,-0.467241397181391,0.000572781636775753,-0.564439897318609,-1.0316812945
3443757,-0.466505698545283,9.76768279332908e-12,-0.136582578545626,-0.603088277090909
3444671,-0.466377014914937,3.20717772540271e-21,-0.13224146622792,-0.598618481142857
3444091,-0.466050680794026,1.3275387117898e-13,-0.135719360513666,-0.601770041307692
3443498,-0.46603812819516,1.0252678440716e-11,-0.136587367441204,-0.602625495636364
363401,-0.46596486796015,3.14184168432986e-06,-0.41600940743985,-0.8819742754
1055454,-0.465878831507707,1.83457700946982e-06,-0.523611766292293,-0.9894905978
3443572,-0.46505756610331,1.13475352215986e-11,-0.136597410442145,-0.601654976545455
3444264,-0.464265733551652,2.2028434784161e-15,-0.134876411581681,-0.599142145133333
1390273,-0.463709176251005,0.00433382865659805,-0.79050095529445,-1.25421013154545
2005081,-0.463645253071617,1.96761617802924e-07,-0.484241308728383,-0.9478865618
3444108,-0.463496729739868,1.8148728481651e-13,-0.135750274260132,-0.599247004
1823924,-0.463247234730226,3.52954019227776e-07,-0.859435331019774,-1.32268256575
3443370,-0.462962232742669,1.199850129398e-10,-0.137049934557331,-0.6000121673
2805557,-0.462749861146422,9.17933343087552e-10,-0.268301651103578,-0.73105151225
3443852,-0.46255168656403,1.73059633585404e-12,-0.136192394602637,-0.598744081166667
3344663,-0.462459062126914,1.35859718104344e-06,-0.815537748145814,-1.27799681027273
3444000,-0.46232998606728,2.0922759056163e-13,-0.135764396855796,-0.598094382923077
525695,-0.461733118107345,0.000257370425486112,-0.551814087892655,-1.013547206
273633,-0.461663308495339,0.000880033251723911,-0.844138523868297,-1.30580183236364
1713989,-0.461538949405798,0.000599027018273641,-0.518111573503293,-0.979650522909091
2341312,-0.461245238062782,6.75900857224157e-05,-0.647095961637218,-1.1083411997
3443773,-0.461137807785781,2.02777092685399e-12,-0.136208192130885,-0.597345999916667
3443211,-0.460860432508083,1.45951219539511e-10,-0.137069504391917,-0.5979299369
3328303,-0.460811435936842,7.01139454724426e-06,-0.443374201263158,-0.9041856372
3443364,-0.460393693507331,1.52421761499676e-10,-0.137073850192669,-0.5974675437
3443181,-0.460188468055827,1.55354687584867e-10,-0.137075761044173,-0.5972642291
3443242,-0.45977329791203,1.61457347852775e-10,-0.13707962668797,-0.5968529246
3444209,-0.459639569817251,3.50414429027789e-14,-0.135368992611321,-0.595008562428571
